latitude,longitude,avg_convenience_dist,avg_transit_distance,avg_school_distance
49.2652591,-123.0046757,2.046316890093473,,2.281722973472646
49.2643434,-122.9903544,2.5542430756373937,,2.1526355676363362
49.2287559,-123.0014456,1.926128661935773,,2.029912940865076
49.225894,-123.011375,1.944835333219201,,1.659786012801442
49.2661042,-123.012536,1.904717361175751,,2.0290229820610493
49.240604,-122.980529,2.4225591536854085,,1.7830045630020055
49.2249375,-123.0070119,2.0069355690694697,,1.5619741700700611
49.2673542,-123.0057212,2.213022892731975,,2.3226119661126563
49.2797642,-122.9105636,,2.931016449418275,
49.2405008,-122.9625027,2.1816072889272933,,1.7688817108754495
49.2660078,-122.9968197,2.6973987768107346,,2.153118427593414
49.2231602,-122.9929446,1.5583727926612911,,0.7992573319372243
49.2263362,-123.0066066,1.9466063411059753,,1.5422196279818394
49.2234189,-122.9921505,1.5505654386592267,,0.8092759916318781
49.2652939,-123.007624,1.9464211312434692,,2.2628334489803152
49.2230962,-123.0060865,1.6112828571790634,,1.582188008962887
49.2634236,-122.9977824,2.55443086977477,,2.055094771688533
49.2137,-123.0007114,2.1475413984002802,,1.3091175617983903
49.2780547,-122.903688,,2.8859816168713266,
49.2290892,-123.0027106,1.9008116865184652,,1.808611198705333
49.2853927,-123.0155022,,,1.5702817671108833
49.270963,-122.9620644,1.6808432921837528,,2.729950552020995
